#Digilent WaveForms Oscilloscope Acquisition,,,
#Device Name: Discovery2,,,
#Serial Number: SN:210321A4216E,,,
#Date Time: 2020-04-30 20:02:49.283,,,
#Sample rate: 800Hz,,,
#Samples: 4922,,,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,,
#Channel 1: Range: 20 mV/div Offset: 0 V,,,
,,,
Time (s),Channel 1 (V),,
-1.8725,0.0628316,0.0628316,0.0628316
-1.87125,0.0631654,0.0631654,0.0631654
-1.87,0.0634992,0.0634992,0.0634992
-1.86875,0.0624978,0.0624978,0.0624978
-1.8675,0.0661695,0.0661695,0.0661695
-1.86625,0.0648344,0.0648344,0.0648344
-1.865,0.0631654,0.0631654,0.0631654
-1.86375,0.0611626,0.0611626,0.0611626
-1.8625,0.060495,0.060495,0.060495
-1.86125,0.0634992,0.0634992,0.0634992
-1.86,0.062164,0.062164,0.062164
-1.85875,0.0598274,0.0598274,0.0598274
-1.8575,0.0601612,0.0601612,0.0601612
-1.85625,0.0618302,0.0618302,0.0618302
-1.855,0.0634992,0.0634992,0.0634992
-1.85375,0.0614964,0.0614964,0.0614964
-1.8525,0.0631654,0.0631654,0.0631654
-1.85125,0.0631654,0.0631654,0.0631654
-1.85,0.0634992,0.0634992,0.0634992
-1.84875,0.0634992,0.0634992,0.0634992
-1.8475,0.0651681,0.0651681,0.0651681
-1.84625,0.0655019,0.0655019,0.0655019
-1.845,0.0624978,0.0624978,0.0624978
-1.84375,0.0608288,0.0608288,0.0608288
-1.8425,0.0608288,0.0608288,0.0608288
-1.84125,0.0634992,0.0634992,0.0634992
-1.84,0.0634992,0.0634992,0.0634992
-1.83875,0.058826,0.058826,0.058826
-1.8375,0.060495,0.060495,0.060495
-1.83625,0.0614964,0.0614964,0.0614964
-1.835,0.0634992,0.0634992,0.0634992
-1.83375,0.062164,0.062164,0.062164
-1.8325,0.0624978,0.0624978,0.0624978
-1.83125,0.0641668,0.0641668,0.0641668
-1.83,0.0624978,0.0624978,0.0624978
-1.82875,0.0634992,0.0634992,0.0634992
-1.8275,0.0651681,0.0651681,0.0651681
-1.82625,0.0651681,0.0651681,0.0651681
-1.825,0.0634992,0.0634992,0.0634992
-1.82375,0.0601612,0.0601612,0.0601612
-1.8225,0.0618302,0.0618302,0.0618302
-1.82125,0.0624978,0.0624978,0.0624978
-1.82,0.0631654,0.0631654,0.0631654
-1.81875,0.0591598,0.0591598,0.0591598
-1.8175,0.0601612,0.0601612,0.0601612
-1.81625,0.062164,0.062164,0.062164
-1.815,0.0624978,0.0624978,0.0624978
-1.81375,0.0624978,0.0624978,0.0624978
-1.8125,0.062164,0.062164,0.062164
-1.81125,0.063833,0.063833,0.063833
-1.81,0.0631654,0.0631654,0.0631654
-1.80875,0.0628316,0.0628316,0.0628316
-1.8075,0.0658357,0.0658357,0.0658357
-1.80625,0.0641668,0.0641668,0.0641668
-1.805,0.0631654,0.0631654,0.0631654
-1.80375,0.0601612,0.0601612,0.0601612
-1.8025,0.0614964,0.0614964,0.0614964
-1.80125,0.0634992,0.0634992,0.0634992
-1.8,0.0624978,0.0624978,0.0624978
-1.79875,0.0601612,0.0601612,0.0601612
-1.7975,0.0594936,0.0594936,0.0594936
-1.79625,0.062164,0.062164,0.062164
-1.795,0.0628316,0.0628316,0.0628316
-1.79375,0.0628316,0.0628316,0.0628316
-1.7925,0.0631654,0.0631654,0.0631654
-1.79125,0.0628316,0.0628316,0.0628316
-1.79,0.0618302,0.0618302,0.0618302
-1.78875,0.0641668,0.0641668,0.0641668
-1.7875,0.0651681,0.0651681,0.0651681
-1.78625,0.0651681,0.0651681,0.0651681
-1.785,0.062164,0.062164,0.062164
-1.78375,0.0611626,0.0611626,0.0611626
-1.7825,0.0611626,0.0611626,0.0611626
-1.78125,0.0631654,0.0631654,0.0631654
-1.78,0.0631654,0.0631654,0.0631654
-1.77875,0.058826,0.058826,0.058826
-1.7775,0.060495,0.060495,0.060495
-1.77625,0.0611626,0.0611626,0.0611626
-1.775,0.0634992,0.0634992,0.0634992
-1.77375,0.062164,0.062164,0.062164
-1.7725,0.0624978,0.0624978,0.0624978
-1.77125,0.063833,0.063833,0.063833
-1.77,0.0624978,0.0624978,0.0624978
-1.76875,0.0634992,0.0634992,0.0634992
-1.7675,0.0651681,0.0651681,0.0651681
-1.76625,0.0648344,0.0648344,0.0648344
-1.765,0.0631654,0.0631654,0.0631654
-1.76375,0.0601612,0.0601612,0.0601612
-1.7625,0.0614964,0.0614964,0.0614964
-1.76125,0.0624978,0.0624978,0.0624978
-1.76,0.0631654,0.0631654,0.0631654
-1.75875,0.0591598,0.0591598,0.0591598
-1.7575,0.0601612,0.0601612,0.0601612
-1.75625,0.062164,0.062164,0.062164
-1.755,0.0624978,0.0624978,0.0624978
-1.75375,0.0624978,0.0624978,0.0624978
-1.7525,0.0618302,0.0618302,0.0618302
-1.75125,0.063833,0.063833,0.063833
-1.75,0.0631654,0.0631654,0.0631654
-1.74875,0.0631654,0.0631654,0.0631654
-1.7475,0.0661695,0.0661695,0.0661695
-1.74625,0.0641668,0.0641668,0.0641668
-1.745,0.0631654,0.0631654,0.0631654
-1.74375,0.0601612,0.0601612,0.0601612
-1.7425,0.0618302,0.0618302,0.0618302
-1.74125,0.0634992,0.0634992,0.0634992
-1.74,0.0624978,0.0624978,0.0624978
-1.73875,0.0601612,0.0601612,0.0601612
-1.7375,0.0594936,0.0594936,0.0594936
-1.73625,0.062164,0.062164,0.062164
-1.735,0.0628316,0.0628316,0.0628316
-1.73375,0.0624978,0.0624978,0.0624978
-1.7325,0.0631654,0.0631654,0.0631654
-1.73125,0.0628316,0.0628316,0.0628316
-1.73,0.0634992,0.0634992,0.0634992
-1.72875,0.0624978,0.0624978,0.0624978
-1.7275,0.0661695,0.0661695,0.0661695
-1.72625,0.0645006,0.0645006,0.0645006
-1.725,0.0628316,0.0628316,0.0628316
-1.72375,0.0611626,0.0611626,0.0611626
-1.7225,0.0608288,0.0608288,0.0608288
-1.72125,0.0634992,0.0634992,0.0634992
-1.72,0.062164,0.062164,0.062164
-1.71875,0.0598274,0.0598274,0.0598274
-1.7175,0.0601612,0.0601612,0.0601612
-1.71625,0.0614964,0.0614964,0.0614964
-1.715,0.063833,0.063833,0.063833
-1.71375,0.0614964,0.0614964,0.0614964
-1.7125,0.0631654,0.0631654,0.0631654
-1.71125,0.0631654,0.0631654,0.0631654
-1.71,0.0634992,0.0634992,0.0634992
-1.70875,0.0634992,0.0634992,0.0634992
-1.7075,0.0651681,0.0651681,0.0651681
-1.70625,0.0651681,0.0651681,0.0651681
-1.705,0.062164,0.062164,0.062164
-1.70375,0.0608288,0.0608288,0.0608288
-1.7025,0.0614964,0.0614964,0.0614964
-1.70125,0.0631654,0.0631654,0.0631654
-1.7,0.0631654,0.0631654,0.0631654
-1.69875,0.058826,0.058826,0.058826
-1.6975,0.060495,0.060495,0.060495
-1.69625,0.0614964,0.0614964,0.0614964
-1.695,0.0634992,0.0634992,0.0634992
-1.69375,0.0624978,0.0624978,0.0624978
-1.6925,0.0624978,0.0624978,0.0624978
-1.69125,0.063833,0.063833,0.063833
-1.69,0.0624978,0.0624978,0.0624978
-1.68875,0.0634992,0.0634992,0.0634992
-1.6875,0.0655019,0.0655019,0.0655019
-1.68625,0.0648344,0.0648344,0.0648344
-1.685,0.0631654,0.0631654,0.0631654
-1.68375,0.0598274,0.0598274,0.0598274
-1.6825,0.0618302,0.0618302,0.0618302
-1.68125,0.0624978,0.0624978,0.0624978
-1.68,0.0631654,0.0631654,0.0631654
-1.67875,0.0594936,0.0594936,0.0594936
-1.6775,0.0601612,0.0601612,0.0601612
-1.67625,0.062164,0.062164,0.062164
-1.675,0.0624978,0.0624978,0.0624978
-1.67375,0.0624978,0.0624978,0.0624978
-1.6725,0.062164,0.062164,0.062164
-1.67125,0.0634992,0.0634992,0.0634992
-1.67,0.0634992,0.0634992,0.0634992
-1.66875,0.0628316,0.0628316,0.0628316
-1.6675,0.0661695,0.0661695,0.0661695
-1.66625,0.0641668,0.0641668,0.0641668
-1.665,0.0631654,0.0631654,0.0631654
-1.66375,0.0601612,0.0601612,0.0601612
-1.6625,0.0614964,0.0614964,0.0614964
-1.66125,0.0634992,0.0634992,0.0634992
-1.66,0.062164,0.062164,0.062164
-1.65875,0.0598274,0.0598274,0.0598274
-1.6575,0.0594936,0.0594936,0.0594936
-1.65625,0.062164,0.062164,0.062164
-1.655,0.0631654,0.0631654,0.0631654
-1.65375,0.062164,0.062164,0.062164
-1.6525,0.0631654,0.0631654,0.0631654
-1.65125,0.0628316,0.0628316,0.0628316
-1.65,0.0634992,0.0634992,0.0634992
-1.64875,0.0628316,0.0628316,0.0628316
-1.6475,0.0661695,0.0661695,0.0661695
-1.64625,0.0648344,0.0648344,0.0648344
-1.645,0.062164,0.062164,0.062164
-1.64375,0.0608288,0.0608288,0.0608288
-1.6425,0.0608288,0.0608288,0.0608288
-1.64125,0.0634992,0.0634992,0.0634992
-1.64,0.0624978,0.0624978,0.0624978
-1.63875,0.0594936,0.0594936,0.0594936
-1.6375,0.060495,0.060495,0.060495
-1.63625,0.0611626,0.0611626,0.0611626
-1.635,0.063833,0.063833,0.063833
-1.63375,0.0614964,0.0614964,0.0614964
-1.6325,0.0631654,0.0631654,0.0631654
-1.63125,0.0631654,0.0631654,0.0631654
-1.63,0.0631654,0.0631654,0.0631654
-1.62875,0.063833,0.063833,0.063833
-1.6275,0.0651681,0.0651681,0.0651681
-1.62625,0.0651681,0.0651681,0.0651681
-1.625,0.062164,0.062164,0.062164
-1.62375,0.0608288,0.0608288,0.0608288
-1.6225,0.0618302,0.0618302,0.0618302
-1.62125,0.0624978,0.0624978,0.0624978
-1.62,0.0631654,0.0631654,0.0631654
-1.61875,0.058826,0.058826,0.058826
-1.6175,0.060495,0.060495,0.060495
-1.61625,0.0614964,0.0614964,0.0614964
-1.615,0.0634992,0.0634992,0.0634992
-1.61375,0.0624978,0.0624978,0.0624978
-1.6125,0.0618302,0.0618302,0.0618302
-1.61125,0.063833,0.063833,0.063833
-1.61,0.0628316,0.0628316,0.0628316
-1.60875,0.063833,0.063833,0.063833
-1.6075,0.0658357,0.0658357,0.0658357
-1.60625,0.0645006,0.0645006,0.0645006
-1.605,0.0631654,0.0631654,0.0631654
-1.60375,0.0598274,0.0598274,0.0598274
-1.6025,0.0618302,0.0618302,0.0618302
-1.60125,0.0624978,0.0624978,0.0624978
-1.6,0.0628316,0.0628316,0.0628316
-1.59875,0.0594936,0.0594936,0.0594936
-1.5975,0.0598274,0.0598274,0.0598274
-1.59625,0.062164,0.062164,0.062164
-1.595,0.0628316,0.0628316,0.0628316
-1.59375,0.0624978,0.0624978,0.0624978
-1.5925,0.0624978,0.0624978,0.0624978
-1.59125,0.0634992,0.0634992,0.0634992
-1.59,0.063833,0.063833,0.063833
-1.58875,0.0628316,0.0628316,0.0628316
-1.5875,0.0661695,0.0661695,0.0661695
-1.58625,0.0641668,0.0641668,0.0641668
-1.585,0.0631654,0.0631654,0.0631654
-1.58375,0.060495,0.060495,0.060495
-1.5825,0.0614964,0.0614964,0.0614964
-1.58125,0.0634992,0.0634992,0.0634992
-1.58,0.062164,0.062164,0.062164
-1.57875,0.0598274,0.0598274,0.0598274
-1.5775,0.0598274,0.0598274,0.0598274
-1.57625,0.0618302,0.0618302,0.0618302
-1.575,0.063833,0.063833,0.063833
-1.57375,0.0618302,0.0618302,0.0618302
-1.5725,0.0631654,0.0631654,0.0631654
-1.57125,0.0628316,0.0628316,0.0628316
-1.57,0.0634992,0.0634992,0.0634992
-1.56875,0.0631654,0.0631654,0.0631654
-1.5675,0.0658357,0.0658357,0.0658357
-1.56625,0.0648344,0.0648344,0.0648344
-1.565,0.062164,0.062164,0.062164
-1.56375,0.0608288,0.0608288,0.0608288
-1.5625,0.0611626,0.0611626,0.0611626
-1.56125,0.0634992,0.0634992,0.0634992
-1.56,0.0624978,0.0624978,0.0624978
-1.55875,0.0594936,0.0594936,0.0594936
-1.5575,0.060495,0.060495,0.060495
-1.55625,0.0611626,0.0611626,0.0611626
-1.555,0.063833,0.063833,0.063833
-1.55375,0.0618302,0.0618302,0.0618302
-1.5525,0.0631654,0.0631654,0.0631654
-1.55125,0.063833,0.063833,0.063833
-1.55,0.0628316,0.0628316,0.0628316
-1.54875,0.063833,0.063833,0.063833
-1.5475,0.0651681,0.0651681,0.0651681
-1.54625,0.0648344,0.0648344,0.0648344
-1.545,0.0624978,0.0624978,0.0624978
-1.54375,0.0608288,0.0608288,0.0608288
-1.5425,0.062164,0.062164,0.062164
-1.54125,0.0614964,0.0614964,0.0614964
-1.54,0.0628316,0.0628316,0.0628316
-1.53875,0.0598274,0.0598274,0.0598274
-1.5375,0.0594936,0.0594936,0.0594936
-1.53625,0.062164,0.062164,0.062164
-1.535,0.0628316,0.0628316,0.0628316
-1.53375,0.0624978,0.0624978,0.0624978
-1.5325,0.0624978,0.0624978,0.0624978
-1.53125,0.0631654,0.0631654,0.0631654
-1.53,0.063833,0.063833,0.063833
-1.52875,0.0628316,0.0628316,0.0628316
-1.5275,0.0661695,0.0661695,0.0661695
-1.52625,0.0641668,0.0641668,0.0641668
-1.525,0.0631654,0.0631654,0.0631654
-1.52375,0.0608288,0.0608288,0.0608288
-1.5225,0.0614964,0.0614964,0.0614964
-1.52125,0.0634992,0.0634992,0.0634992
-1.52,0.0618302,0.0618302,0.0618302
-1.51875,0.0598274,0.0598274,0.0598274
-1.5175,0.0598274,0.0598274,0.0598274
-1.51625,0.0618302,0.0618302,0.0618302
-1.515,0.063833,0.063833,0.063833
-1.51375,0.0618302,0.0618302,0.0618302
-1.5125,0.0631654,0.0631654,0.0631654
-1.51125,0.0628316,0.0628316,0.0628316
-1.51,0.063833,0.063833,0.063833
-1.50875,0.0631654,0.0631654,0.0631654
-1.5075,0.0658357,0.0658357,0.0658357
-1.50625,0.0648344,0.0648344,0.0648344
-1.505,0.0618302,0.0618302,0.0618302
-1.50375,0.0608288,0.0608288,0.0608288
-1.5025,0.0611626,0.0611626,0.0611626
-1.50125,0.0631654,0.0631654,0.0631654
-1.5,0.0628316,0.0628316,0.0628316
-1.49875,0.0591598,0.0591598,0.0591598
-1.4975,0.060495,0.060495,0.060495
-1.49625,0.0611626,0.0611626,0.0611626
-1.495,0.063833,0.063833,0.063833
-1.49375,0.062164,0.062164,0.062164
-1.4925,0.0628316,0.0628316,0.0628316
-1.49125,0.063833,0.063833,0.063833
-1.49,0.0628316,0.0628316,0.0628316
-1.48875,0.063833,0.063833,0.063833
-1.4875,0.0651681,0.0651681,0.0651681
-1.48625,0.0648344,0.0648344,0.0648344
-1.485,0.0624978,0.0624978,0.0624978
-1.48375,0.060495,0.060495,0.060495
-1.4825,0.062164,0.062164,0.062164
-1.48125,0.0624978,0.0624978,0.0624978
-1.48,0.0628316,0.0628316,0.0628316
-1.47875,0.0591598,0.0591598,0.0591598
-1.4775,0.060495,0.060495,0.060495
-1.47625,0.062164,0.062164,0.062164
-1.475,0.0631654,0.0631654,0.0631654
-1.47375,0.0628316,0.0628316,0.0628316
-1.4725,0.062164,0.062164,0.062164
-1.47125,0.063833,0.063833,0.063833
-1.47,0.0631654,0.0631654,0.0631654
-1.46875,0.063833,0.063833,0.063833
-1.4675,0.0661695,0.0661695,0.0661695
-1.46625,0.063833,0.063833,0.063833
-1.465,0.0631654,0.0631654,0.0631654
-1.46375,0.0598274,0.0598274,0.0598274
-1.4625,0.062164,0.062164,0.062164
-1.46125,0.0631654,0.0631654,0.0631654
-1.46,0.0624978,0.0624978,0.0624978
-1.45875,0.0598274,0.0598274,0.0598274
-1.4575,0.0594936,0.0594936,0.0594936
-1.45625,0.0624978,0.0624978,0.0624978
-1.455,0.0628316,0.0628316,0.0628316
-1.45375,0.0628316,0.0628316,0.0628316
-1.4525,0.0628316,0.0628316,0.0628316
-1.45125,0.0631654,0.0631654,0.0631654
-1.45,0.063833,0.063833,0.063833
-1.44875,0.0628316,0.0628316,0.0628316
-1.4475,0.0661695,0.0661695,0.0661695
-1.44625,0.0641668,0.0641668,0.0641668
-1.445,0.0628316,0.0628316,0.0628316
-1.44375,0.0608288,0.0608288,0.0608288
-1.4425,0.0611626,0.0611626,0.0611626
-1.44125,0.0634992,0.0634992,0.0634992
-1.44,0.0618302,0.0618302,0.0618302
-1.43875,0.0598274,0.0598274,0.0598274
-1.4375,0.060495,0.060495,0.060495
-1.43625,0.0618302,0.0618302,0.0618302
-1.435,0.063833,0.063833,0.063833
-1.43375,0.0614964,0.0614964,0.0614964
-1.4325,0.0631654,0.0631654,0.0631654
-1.43125,0.0628316,0.0628316,0.0628316
-1.43,0.0634992,0.0634992,0.0634992
-1.42875,0.063833,0.063833,0.063833
-1.4275,0.0651681,0.0651681,0.0651681
-1.42625,0.0648344,0.0648344,0.0648344
-1.425,0.0618302,0.0618302,0.0618302
-1.42375,0.0608288,0.0608288,0.0608288
-1.4225,0.0614964,0.0614964,0.0614964
-1.42125,0.0631654,0.0631654,0.0631654
-1.42,0.0631654,0.0631654,0.0631654
-1.41875,0.058826,0.058826,0.058826
-1.4175,0.0608288,0.0608288,0.0608288
-1.41625,0.0614964,0.0614964,0.0614964
-1.415,0.063833,0.063833,0.063833
-1.41375,0.0624978,0.0624978,0.0624978
-1.4125,0.0624978,0.0624978,0.0624978
-1.41125,0.0641668,0.0641668,0.0641668
-1.41,0.0628316,0.0628316,0.0628316
-1.40875,0.063833,0.063833,0.063833
-1.4075,0.0655019,0.0655019,0.0655019
-1.40625,0.0645006,0.0645006,0.0645006
-1.405,0.0628316,0.0628316,0.0628316
-1.40375,0.0598274,0.0598274,0.0598274
-1.4025,0.062164,0.062164,0.062164
-1.40125,0.0624978,0.0624978,0.0624978
-1.4,0.0628316,0.0628316,0.0628316
-1.39875,0.0591598,0.0591598,0.0591598
-1.3975,0.0601612,0.0601612,0.0601612
-1.39625,0.0624978,0.0624978,0.0624978
-1.395,0.0624978,0.0624978,0.0624978
-1.39375,0.0628316,0.0628316,0.0628316
-1.3925,0.062164,0.062164,0.062164
-1.39125,0.063833,0.063833,0.063833
-1.39,0.0634992,0.0634992,0.0634992
-1.38875,0.0631654,0.0631654,0.0631654
-1.3875,0.0661695,0.0661695,0.0661695
-1.38625,0.0634992,0.0634992,0.0634992
-1.385,0.0628316,0.0628316,0.0628316
-1.38375,0.0601612,0.0601612,0.0601612
-1.3825,0.0618302,0.0618302,0.0618302
-1.38125,0.0634992,0.0634992,0.0634992
-1.38,0.0618302,0.0618302,0.0618302
-1.37875,0.0598274,0.0598274,0.0598274
-1.3775,0.0598274,0.0598274,0.0598274
-1.37625,0.0624978,0.0624978,0.0624978
-1.375,0.0631654,0.0631654,0.0631654
-1.37375,0.062164,0.062164,0.062164
-1.3725,0.0631654,0.0631654,0.0631654
-1.37125,0.0628316,0.0628316,0.0628316
-1.37,0.063833,0.063833,0.063833
-1.36875,0.0631654,0.0631654,0.0631654
-1.3675,0.0661695,0.0661695,0.0661695
-1.36625,0.0645006,0.0645006,0.0645006
-1.365,0.062164,0.062164,0.062164
-1.36375,0.0608288,0.0608288,0.0608288
-1.3625,0.0611626,0.0611626,0.0611626
-1.36125,0.0634992,0.0634992,0.0634992
-1.36,0.0618302,0.0618302,0.0618302
-1.35875,0.0594936,0.0594936,0.0594936
-1.3575,0.0608288,0.0608288,0.0608288
-1.35625,0.0614964,0.0614964,0.0614964
-1.355,0.063833,0.063833,0.063833
-1.35375,0.0614964,0.0614964,0.0614964
-1.3525,0.0631654,0.0631654,0.0631654
-1.35125,0.0634992,0.0634992,0.0634992
-1.35,0.0631654,0.0631654,0.0631654
-1.34875,0.0641668,0.0641668,0.0641668
-1.3475,0.0651681,0.0651681,0.0651681
-1.34625,0.0645006,0.0645006,0.0645006
-1.345,0.062164,0.062164,0.062164
-1.34375,0.0608288,0.0608288,0.0608288
-1.3425,0.062164,0.062164,0.062164
-1.34125,0.0628316,0.0628316,0.0628316
-1.34,0.0628316,0.0628316,0.0628316
-1.33875,0.058826,0.058826,0.058826
-1.3375,0.0608288,0.0608288,0.0608288
-1.33625,0.0618302,0.0618302,0.0618302
-1.335,0.0634992,0.0634992,0.0634992
-1.33375,0.0628316,0.0628316,0.0628316
-1.3325,0.062164,0.062164,0.062164
-1.33125,0.063833,0.063833,0.063833
-1.33,0.0628316,0.0628316,0.0628316
-1.32875,0.0641668,0.0641668,0.0641668
-1.3275,0.0658357,0.0658357,0.0658357
-1.32625,0.063833,0.063833,0.063833
-1.325,0.0628316,0.0628316,0.0628316
-1.32375,0.0598274,0.0598274,0.0598274
-1.3225,0.062164,0.062164,0.062164
-1.32125,0.0628316,0.0628316,0.0628316
-1.32,0.0624978,0.0624978,0.0624978
-1.31875,0.0598274,0.0598274,0.0598274
-1.3175,0.0598274,0.0598274,0.0598274
-1.31625,0.0624978,0.0624978,0.0624978
-1.315,0.0628316,0.0628316,0.0628316
-1.31375,0.0628316,0.0628316,0.0628316
-1.3125,0.0624978,0.0624978,0.0624978
-1.31125,0.0634992,0.0634992,0.0634992
-1.31,0.0641668,0.0641668,0.0641668
-1.30875,0.0631654,0.0631654,0.0631654
-1.3075,0.0661695,0.0661695,0.0661695
-1.30625,0.063833,0.063833,0.063833
-1.305,0.0628316,0.0628316,0.0628316
-1.30375,0.0608288,0.0608288,0.0608288
-1.3025,0.0614964,0.0614964,0.0614964
-1.30125,0.063833,0.063833,0.063833
-1.3,0.0618302,0.0618302,0.0618302
-1.29875,0.0598274,0.0598274,0.0598274
-1.2975,0.0601612,0.0601612,0.0601612
-1.29625,0.062164,0.062164,0.062164
-1.295,0.0631654,0.0631654,0.0631654
-1.29375,0.0634992,0.0634992,0.0634992
-1.2925,0.0651681,0.0651681,0.0651681
-1.29125,0.0628316,0.0628316,0.0628316
-1.29,0.0548204,0.0548204,0.0548204
-1.28875,0.0534852,0.0534852,0.0534852
-1.2875,0.0548204,0.0548204,0.0548204
-1.28625,0.0524838,0.0524838,0.0524838
-1.285,0.0508148,0.0508148,0.0508148
-1.28375,0.0501472,0.0501472,0.0501472
-1.2825,0.0511486,0.0511486,0.0511486
-1.28125,0.0514824,0.0514824,0.0514824
-1.28,0.050481,0.050481,0.050481
-1.27875,0.0494796,0.0494796,0.0494796
-1.2775,0.0494796,0.0494796,0.0494796
-1.27625,0.050481,0.050481,0.050481
-1.275,0.0518162,0.0518162,0.0518162
-1.27375,0.05215,0.05215,0.05215
-1.2725,0.05215,0.05215,0.05215
-1.27125,0.0518162,0.0518162,0.0518162
-1.27,0.0518162,0.0518162,0.0518162
-1.26875,0.0534852,0.0534852,0.0534852
-1.2675,0.0548204,0.0548204,0.0548204
-1.26625,0.0524838,0.0524838,0.0524838
-1.265,0.0508148,0.0508148,0.0508148
-1.26375,0.0501472,0.0501472,0.0501472
-1.2625,0.0511486,0.0511486,0.0511486
-1.26125,0.0514824,0.0514824,0.0514824
-1.26,0.0508148,0.0508148,0.0508148
-1.25875,0.0494796,0.0494796,0.0494796
-1.2575,0.0498134,0.0498134,0.0498134
-1.25625,0.050481,0.050481,0.050481
-1.255,0.0518162,0.0518162,0.0518162
-1.25375,0.0518162,0.0518162,0.0518162
-1.2525,0.0518162,0.0518162,0.0518162
-1.25125,0.0514824,0.0514824,0.0514824
-1.25,0.0514824,0.0514824,0.0514824
-1.24875,0.0548204,0.0548204,0.0548204
-1.2475,0.057157,0.057157,0.057157
-1.24625,0.0548204,0.0548204,0.0548204
-1.245,0.0531514,0.0531514,0.0531514
-1.24375,0.0524838,0.0524838,0.0524838
-1.2425,0.0534852,0.0534852,0.0534852
-1.24125,0.053819,0.053819,0.053819
-1.24,0.0528176,0.0528176,0.0528176
-1.23875,0.0451402,0.0451402,0.0451402
-1.2375,0.00208011,0.00208011,-0.00191989
-1.23625,0.00274771,0.00274771,-0.00125229
-1.235,0.0044167,0.0044167,0.0004167
-1.23375,0.0047505,0.0047505,0.0007505
-1.2325,0.0044167,0.0044167,0.0004167
-1.23125,0.0044167,0.0044167,0.0004167
-1.23,0.0044167,0.0044167,0.0004167
-1.22875,0.0060857,0.0060857,0.0020857
-1.2275,0.0070871,0.0070871,0.0030871
-1.22625,0.0047505,0.0047505,0.0007505
-1.225,0.00341531,0.00341531,-0.00058469
-1.22375,0.00274771,0.00274771,-0.00125229
-1.2225,0.0037491,0.0037491,-0.0002509
-1.22125,0.0040829,0.0040829,8.29E-05
-1.22,0.00308151,0.00308151,-0.00091849
-1.21875,0.00174631,0.00174631,-0.00225369
-1.2175,0.00208011,0.00208011,-0.00191989
-1.21625,0.00308151,0.00308151,-0.00091849
-1.215,0.0044167,0.0044167,0.0004167
-1.21375,0.0047505,0.0047505,0.0007505
-1.2125,0.0044167,0.0044167,0.0004167
-1.21125,0.0040829,0.0040829,8.29E-05
-1.21,0.0044167,0.0044167,0.0004167
-1.20875,0.0060857,0.0060857,0.0020857
-1.2075,0.0070871,0.0070871,0.0030871
-1.20625,0.0047505,0.0047505,0.0007505
-1.205,0.00341531,0.00341531,-0.00058469
-1.20375,0.00274771,0.00274771,-0.00125229
-1.2025,0.0037491,0.0037491,-0.0002509
-1.20125,0.0040829,0.0040829,8.29E-05
-1.2,0.00308151,0.00308151,-0.00091849
-1.19875,0.00174631,0.00174631,-0.00225369
-1.1975,0.00208011,0.00208011,-0.00191989
-1.19625,0.00274771,0.00274771,-0.00125229
-1.195,0.0044167,0.0044167,0.0004167
-1.19375,0.0044167,0.0044167,0.0004167
-1.1925,0.0044167,0.0044167,0.0004167
-1.19125,0.0040829,0.0040829,8.29E-05
-1.19,0.0044167,0.0044167,0.0004167
-1.18875,0.0060857,0.0060857,0.0020857
-1.1875,0.0070871,0.0070871,0.0030871
-1.18625,0.0047505,0.0047505,0.0007505
-1.185,0.00341531,0.00341531,-0.00058469
-1.18375,0.00274771,0.00274771,-0.00125229
-1.1825,0.0037491,0.0037491,-0.0002509
-1.18125,0.0040829,0.0040829,8.29E-05
-1.18,0.00308151,0.00308151,-0.00091849
-1.17875,0.00174631,0.00174631,-0.00225369
-1.1775,0.00208011,0.00208011,-0.00191989
-1.17625,0.00274771,0.00274771,-0.00125229
-1.175,0.0044167,0.0044167,0.0004167
-1.17375,0.0044167,0.0044167,0.0004167
-1.1725,0.0044167,0.0044167,0.0004167
-1.17125,0.0040829,0.0040829,8.29E-05
-1.17,0.0044167,0.0044167,0.0004167
-1.16875,0.0060857,0.0060857,0.0020857
-1.1675,0.0074209,0.0074209,0.0034209
-1.16625,0.0047505,0.0047505,0.0007505
-1.165,0.00341531,0.00341531,-0.00058469
-1.16375,0.00274771,0.00274771,-0.00125229
-1.1625,0.0037491,0.0037491,-0.0002509
-1.16125,0.0040829,0.0040829,8.29E-05
-1.16,0.00308151,0.00308151,-0.00091849
-1.15875,0.00174631,0.00174631,-0.00225369
-1.1575,0.00208011,0.00208011,-0.00191989
-1.15625,0.00308151,0.00308151,-0.00091849
-1.155,0.0044167,0.0044167,0.0004167
-1.15375,0.0044167,0.0044167,0.0004167
-1.1525,0.0044167,0.0044167,0.0004167
-1.15125,0.0040829,0.0040829,8.29E-05
-1.15,0.0044167,0.0044167,0.0004167
-1.14875,0.0060857,0.0060857,0.0020857
-1.1475,0.0070871,0.0070871,0.0030871
-1.14625,0.0047505,0.0047505,0.0007505
-1.145,0.00341531,0.00341531,-0.00058469
-1.14375,0.00274771,0.00274771,-0.00125229
-1.1425,0.0037491,0.0037491,-0.0002509
-1.14125,0.0040829,0.0040829,8.29E-05
-1.14,0.00308151,0.00308151,-0.00091849
-1.13875,0.00174631,0.00174631,-0.00225369
-1.1375,0.00208011,0.00208011,-0.00191989
-1.13625,0.00308151,0.00308151,-0.00091849
