#Digilent WaveForms Oscilloscope Acquisition,
#Device Name: Discovery2,
#Serial Number: SN:210321A4216E,
#Date Time: 2020-04-24 14:15:11.596,
#Sample rate: 800Hz,
#Samples: 8000,
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,
#Channel 1: Range: 50 mV/div Offset: -200 mV,
,
Time (s),Channel 1 (V)
-1.5,0.00161325
-1.49875,0.00394984
-1.4975,0.00461744
-1.49625,0.00361604
-1.495,0.00328224
-1.49375,0.00294844
-1.4925,0.00428364
-1.49125,0.00628643
-1.49,0.00461744
-1.48875,0.00228084
-1.4875,0.00161325
-1.48625,0.00228084
-1.485,0.00294844
-1.48375,0.00261464
-1.4825,0.000611848
-1.48125,0.000945647
-1.48,0.00161325
-1.47875,0.00394984
-1.4775,0.00461744
-1.47625,0.00361604
-1.475,0.00328224
-1.47375,0.00294844
-1.4725,0.00428364
-1.47125,0.00628643
-1.47,0.00461744
-1.46875,0.00261464
-1.4675,0.00161325
-1.46625,0.00228084
-1.465,0.00328224
-1.46375,0.00261464
-1.4625,0.000611848
-1.46125,0.000945647
-1.46,0.00161325
-1.45875,0.00361604
-1.4575,0.00461744
-1.45625,0.00361604
-1.455,0.00328224
-1.45375,0.00294844
-1.4525,0.00428364
-1.45125,0.00628643
-1.45,0.00461744
-1.44875,0.00261464
-1.4475,0.00161325
-1.44625,0.00228084
-1.445,0.00328224
-1.44375,0.00294844
-1.4425,0.000611848
-1.44125,0.000945647
-1.44,0.00161325
-1.43875,0.00394984
-1.4375,0.00461744
-1.43625,0.00361604
-1.435,0.00328224
-1.43375,0.00294844
-1.4325,0.00428364
-1.43125,0.00628643
-1.43,0.00461744
-1.42875,0.00261464
-1.4275,0.00161325
-1.42625,0.00194704
-1.425,0.00328224
-1.42375,0.00261464
-1.4225,0.000611848
-1.42125,0.000945647
-1.42,0.00161325
-1.41875,0.00361604
-1.4175,0.00461744
-1.41625,0.00361604
-1.415,0.00328224
-1.41375,0.00294844
-1.4125,0.00428364
-1.41125,0.00628643
-1.41,0.00461744
-1.40875,0.00261464
-1.4075,0.00161325
-1.40625,0.00228084
-1.405,0.00328224
-1.40375,0.00261464
-1.4025,0.000611848
-1.40125,0.000945647
-1.4,0.00161325
-1.39875,0.00361604
-1.3975,0.00428364
-1.39625,0.00361604
-1.395,0.00328224
-1.39375,0.00294844
-1.3925,0.00428364
-1.39125,0.00628643
-1.39,0.00461744
-1.38875,0.00261464
-1.3875,0.00161325
-1.38625,0.00228084
-1.385,0.00328224
-1.38375,0.00294844
-1.3825,0.000611848
-1.38125,0.000945647
-1.38,0.00161325
-1.37875,0.00361604
-1.3775,0.00461744
-1.37625,0.00361604
-1.375,0.00328224
-1.37375,0.00294844
-1.3725,0.00428364
-1.37125,0.00628643
-1.37,0.00461744
-1.36875,0.00261464
-1.3675,0.00161325
-1.36625,0.00194704
-1.365,0.00328224
-1.36375,0.00294844
-1.3625,0.000611848
-1.36125,0.000945647
-1.36,0.00161325
-1.35875,0.00361604
-1.3575,0.00461744
-1.35625,0.00361604
-1.355,0.00328224
-1.35375,0.00294844
-1.3525,0.00428364
-1.35125,0.00628643
-1.35,0.00461744
-1.34875,0.00261464
-1.3475,0.00161325
-1.34625,0.00194704
-1.345,0.00294844
-1.34375,0.00261464
-1.3425,0.000611848
-1.34125,0.000945647
-1.34,0.00161325
-1.33875,0.00361604
-1.3375,0.00428364
-1.33625,0.00361604
-1.335,0.00328224
-1.33375,0.00294844
-1.3325,0.00428364
-1.33125,0.00628643
-1.33,0.00461744
-1.32875,0.00261464
-1.3275,0.00161325
-1.32625,0.00194704
-1.325,0.00294844
-1.32375,0.00261464
-1.3225,0.000611848
-1.32125,0.000945647
-1.32,0.00161325
-1.31875,0.00361604
-1.3175,0.00461744
-1.31625,0.00361604
-1.315,0.00328224
-1.31375,0.00294844
-1.3125,0.00428364
-1.31125,0.00628643
-1.31,0.00461744
